No.,fecha,ID,Nombre,lluvia,ID_INSIVUMEH,Latitud,Longitud,Altitud
1,2024-02-05,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
2,2024-02-06,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
3,2024-02-08,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
4,2024-02-09,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
5,2024-02-10,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
6,2024-02-11,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
7,2024-02-12,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
8,2024-02-13,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
9,2024-02-14,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
10,2024-02-15,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
11,2024-02-16,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
12,2024-02-17,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
13,2024-02-18,INS090901AT,NUEVA CONCEPCION,0.5,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
14,2024-02-19,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
15,2024-02-20,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
16,2024-02-21,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
17,2024-02-22,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
18,2024-02-24,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
19,2024-02-25,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
20,2024-02-26,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
21,2024-02-27,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
22,2024-02-28,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
23,2024-02-29,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
24,2024-03-01,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
25,2024-03-02,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
26,2024-03-03,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
27,2024-03-04,INS090901AT,NUEVA CONCEPCION,0.0,INSDMCL0909001CONV,14.867508,-91.682996,2877.0
