No.,fecha,ID,Nombre,lluvia,nub,vel_viento,dir_viento,ID_INSIVUMEH,Latitud,Longitud,Altitud
1,2024-01-23,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,3.0,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
2,2024-01-24,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.0,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
3,2024-01-25,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,3.7,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
4,2024-01-26,INS010701AT,SAN PEDRO AYAMPUC,0.0,5.0,4.0,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
5,2024-01-27,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,3.7,45.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
6,2024-01-28,INS010701AT,SAN PEDRO AYAMPUC,0.2,7.0,4.0,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
7,2024-01-29,INS010701AT,SAN PEDRO AYAMPUC,0.0,5.0,6.0,9.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
8,2024-01-30,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,3.3,45.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
9,2024-01-31,INS010701AT,SAN PEDRO AYAMPUC,0.0,7.0,4.0,9.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
10,2024-02-01,INS010701AT,SAN PEDRO AYAMPUC,0.0,5.0,3.0,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
11,2024-02-02,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.0,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
12,2024-02-03,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.3,9.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
13,2024-02-04,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.7,180.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
14,2024-02-05,INS010701AT,SAN PEDRO AYAMPUC,0.0,5.0,4.3,180.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
15,2024-02-06,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,4.7,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
16,2024-02-07,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,3.3,45.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
17,2024-02-08,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,4.0,9.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
18,2024-02-09,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,4.3,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
19,2024-02-10,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,4.0,9.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
20,2024-02-11,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,4.7,180.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
21,2024-02-12,INS010701AT,SAN PEDRO AYAMPUC,0.2,4.0,4.3,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
22,2024-02-13,INS010701AT,SAN PEDRO AYAMPUC,0.0,7.0,3.7,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
23,2024-02-14,INS010701AT,SAN PEDRO AYAMPUC,0.0,7.0,3.0,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
24,2024-02-15,INS010701AT,SAN PEDRO AYAMPUC,0.0,5.0,3.7,135.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
25,2024-02-16,INS010701AT,SAN PEDRO AYAMPUC,0.0,3.0,3.0,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
26,2024-02-17,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.3,180.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
27,2024-02-18,INS010701AT,SAN PEDRO AYAMPUC,0.0,7.0,3.0,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
28,2024-02-19,INS010701AT,SAN PEDRO AYAMPUC,0.0,4.0,4.3,180.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
29,2024-02-20,INS010701AT,SAN PEDRO AYAMPUC,0.0,1.0,2.3,90.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
30,2024-02-21,INS010701AT,SAN PEDRO AYAMPUC,,4.0,2.0,45.0,INSDMCL0107001CONV,14.7834166,-90.4500096,1269.0
