No.,fecha,lluvia,Nombre,tmin,tseca,tmax,eva_tan,hum_rel,bri_solar,nub,vel_viento,dir_viento,Fenomenos/0,Fenomenos/1,Fenomenos/2,Fenomenos/3,Fenomenos/4,Fenomenos/5,Fenomenos/6,Fenomenos/7,Fenomenos/8,Fenomenos/9,Fenomenos/10,Longitud,Latitud,Altitud
1,2023-07-11,1.1,TECUN UMAN,23.0,28.6,36.2,5.6,74.0,6.7,5.0,7.4,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
2,2023-07-12,2.3,TECUN UMAN,22.0,29.5,34.6,4.4,66.0,5.3,4.0,7.4,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
3,2023-07-13,4.0,TECUN UMAN,22.0,28.3,35.4,4.1,75.0,6.2,4.0,7.4,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
4,2023-07-14,3.5,TECUN UMAN,22.8,29.6,35.0,4.4,68.0,4.0,5.0,7.4,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
5,2023-07-15,0.0,TECUN UMAN,23.0,28.3,33.0,3.8,74.0,1.2,7.0,7.4,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
6,2023-07-16,0.0,TECUN UMAN,22.8,28.5,35.6,3.4,73.0,6.6,5.0,7.4,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
7,2023-07-17,26.1,TECUN UMAN,22.0,29.9,34.4,6.9,69.0,9.2,3.0,7.4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-92.128059,14.70195,29.0
8,2023-07-18,0.0,TECUN UMAN,23.6,30.3,35.4,4.7,65.0,8.6,6.0,9.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-92.128059,14.70195,29.0
9,2023-07-19,27.8,TECUN UMAN,22.0,29.9,35.0,4.7,67.0,10.0,4.0,7.4,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-92.128059,14.70195,29.0
10,2023-07-20,0.0,TECUN UMAN,24.0,30.4,36.0,5.4,66.0,9.3,5.0,7.4,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.128059,14.70195,29.0
